area,bedrooms,bathrooms,age,latitude,longitude,zipcode,price
1371.3,3,1.5,33.7,34.6364,-122.1947,Z103,402612.87
665.7,2,1.0,8.1,41.648,-119.8907,Z103,284151.67
1699.6,4,1.5,72.8,35.6839,-122.667,Z118,442220.41
1823.6,5,2.5,33.0,35.0505,-122.6043,Z101,412629.21
1258.4,4,1.0,13.8,36.5082,-119.3778,Z115,298090.29
2287.0,4,1.5,16.1,35.2637,-114.4191,Z119,593076.06
887.1,5,3.5,35.2,33.3662,-118.2849,Z112,315558.73
767.8,2,2.0,4.6,34.4756,-115.5346,Z107,229588.45
1612.2,5,1.5,64.5,38.5815,-114.6596,Z118,492827.06
2023.5,1,2.0,0.1,34.6202,-123.591,Z121,455980.05
2342.0,2,1.0,115.8,38.6528,-122.7983,Z101,469436.27
1270.6,3,5.5,5.5,33.4508,-121.4462,Z116,398127.84
2039.3,3,2.5,40.7,32.8978,-118.0238,Z122,461825.83
1480.7,3,1.5,1.2,40.6849,-123.8518,Z111,350737.45
1413.7,2,2.0,16.9,39.7202,-116.2401,Z113,399885.78
1941.8,5,1.5,29.9,38.8273,-123.8302,Z111,509530.49
1826.2,3,3.5,2.2,32.7935,-122.8365,Z121,488131.65
711.8,2,5.0,17.6,34.7739,-120.4921,Z112,239859.27
2238.3,3,5.5,10.8,40.217,-118.6439,Z109,592053.03
2190.0,6,5.5,20.7,33.8743,-115.2442,Z103,566115.06
1187.2,8,1.5,21.1,40.2221,-114.3808,Z106,458919.78
1697.9,3,5.5,46.1,38.0502,-115.2113,Z121,350862.93
1747.0,1,2.0,4.0,39.5335,-123.376,Z101,420310.38
1630.3,5,3.5,2.6,38.6228,-117.8721,Z114,463688.55
1224.8,3,2.5,15.4,36.4614,-119.862,Z103,435086.81
1164.2,4,2.5,65.5,35.2738,-123.1792,Z129,288464.05
1487.2,3,1.5,58.0,38.8909,-118.6713,Z108,375005.1
2086.4,2,1.0,24.6,40.1657,-120.7551,Z123,485757.37
1771.8,3,2.5,65.9,32.925,-120.8692,Z105,413942.57
1314.7,1,1.0,49.1,36.1091,-123.5083,Z128,380586.12
1885.8,3,6.0,9.8,35.8319,-114.222,Z116,483628.59
300.0,1,4.0,5.6,37.815,-116.8774,Z106,197182.83
2074.4,1,1.0,10.7,33.5823,-121.5565,Z115,518541.3
630.1,3,1.5,7.7,41.3675,-114.8665,Z116,239013.73
1318.8,1,1.0,29.2,37.7108,-114.5451,Z129,314487.56
940.2,1,1.0,26.4,41.2757,-115.9911,Z107,224993.14
852.7,1,3.0,27.4,40.2609,-117.5772,Z102,265427.62
2080.4,4,4.5,6.3,34.3206,-120.548,Z124,583805.13
1266.1,3,3.5,47.1,33.7572,-119.9394,Z128,301905.71
1673.3,4,1.0,17.1,40.6819,-119.7224,Z120,382835.07
1476.5,7,1.5,19.2,37.593,-114.538,Z121,426675.86
1738.5,3,1.5,120.0,32.6876,-116.5186,Z119,443827.0
1538.4,1,2.0,9.9,41.3752,-121.4338,Z105,361062.61
858.5,3,4.5,15.0,36.9938,-117.9413,Z124,304557.64
1998.1,3,1.0,33.9,35.3589,-118.264,Z122,420478.62
1253.1,2,1.0,63.7,37.4077,-115.9727,Z117,304227.19
721.7,7,1.5,4.1,40.3177,-123.4993,Z110,330786.56
1285.9,2,1.0,39.8,33.5478,-117.1366,Z105,466299.9
2250.4,4,1.0,75.1,35.9099,-121.0227,Z126,529269.88
1925.1,3,4.5,16.5,35.5292,-123.1389,Z126,518213.47
1325.7,2,3.0,10.1,40.4767,-116.8164,Z112,396508.77
1325.4,1,2.0,34.0,39.8954,-121.0177,Z128,285323.67
1339.2,7,2.5,8.5,36.301,-116.8337,Z127,558817.49
2538.4,5,3.5,14.5,38.8126,-122.7944,Z108,594861.24
1691.0,5,2.5,68.2,36.2472,-114.1478,Z107,419091.19
1715.0,1,2.0,26.8,37.9275,-116.0642,Z112,418467.49
2015.1,4,5.5,3.0,41.9165,-121.4639,Z126,573635.22
1619.4,4,2.5,12.0,37.588,-116.7245,Z128,408942.85
1370.5,2,2.0,29.6,41.8915,-123.0741,Z113,341941.58
1401.8,1,3.0,19.7,39.5984,-117.6389,Z100,424952.82
1464.2,4,1.5,32.4,33.6469,-123.8738,Z104,315711.0
1481.4,5,1.5,43.0,40.0617,-120.9994,Z105,429826.72
1863.8,5,3.5,19.7,34.0322,-114.2261,Z108,448956.6
1526.0,2,1.0,120.0,37.5571,-123.2303,Z119,485112.06
1866.3,6,1.5,73.8,38.3258,-118.227,Z112,526363.85
1459.6,3,4.5,1.9,40.9762,-123.7586,Z100,390137.72
1539.3,4,3.5,9.3,34.499,-117.4713,Z129,405479.79
500.9,4,2.5,10.7,40.8214,-121.574,Z121,263609.83
1958.2,2,4.0,6.1,41.3777,-121.2453,Z124,390577.11
1673.2,8,2.5,11.2,33.3501,-120.9531,Z105,451881.5
1999.0,4,1.5,16.6,40.9102,-122.3459,Z106,513673.19
300.0,3,2.5,1.6,34.9622,-114.6126,Z109,129835.89
2544.2,1,2.0,4.1,33.2695,-114.9888,Z103,622848.17
1430.2,2,1.0,3.0,41.6065,-115.3648,Z128,361655.51
2054.1,2,6.0,1.4,36.2259,-123.3823,Z117,464914.17
980.0,1,2.0,19.7,38.4183,-122.0488,Z128,340749.99
1806.4,4,4.5,12.2,37.7523,-118.0716,Z115,520295.99
973.3,4,3.5,82.2,34.5252,-114.3111,Z118,350081.19
1188.1,2,4.0,3.3,38.8609,-118.1494,Z110,379561.31
2457.0,3,1.5,78.1,32.9381,-121.0654,Z116,557607.8
1404.7,6,4.5,2.7,34.4294,-115.9173,Z101,477194.18
1608.7,2,1.0,29.0,41.4743,-123.078,Z106,378998.32
1935.0,2,1.0,8.5,41.5583,-115.2417,Z108,403581.82
1747.8,4,1.0,52.6,37.0852,-114.2659,Z124,495289.91
1575.2,5,1.5,1.9,34.1062,-114.3396,Z124,466078.51
1682.5,2,3.0,91.4,36.5054,-122.9492,Z126,420680.88
2701.7,2,1.0,1.5,40.8322,-118.7291,Z113,657592.38
1471.2,4,3.5,8.3,33.1676,-118.3584,Z116,347285.02
1600.5,3,1.0,18.7,33.7148,-122.4534,Z114,383831.7
2025.3,4,2.5,42.3,41.0087,-118.7588,Z106,511430.29
2052.8,3,3.5,90.5,36.4461,-117.7114,Z129,552067.53
2093.5,2,5.0,16.8,33.2929,-121.0459,Z106,570792.14
1819.4,5,2.5,42.5,33.8225,-121.1854,Z113,492757.48
928.5,1,1.0,39.0,40.8833,-123.8675,Z108,213336.96
2316.7,4,5.5,25.4,37.156,-114.4533,Z108,582084.32
926.8,3,1.5,35.2,34.0484,-116.062,Z116,285192.22
1651.3,1,5.0,1.2,40.9936,-116.5258,Z125,425977.82
1122.9,4,3.5,17.5,40.5301,-124.2713,Z120,385376.65
1467.9,4,1.0,46.2,32.7187,-117.9448,Z101,357352.06
1664.4,3,1.0,19.3,38.0194,-122.6034,Z111,409898.82
1660.7,1,2.0,62.0,34.8212,-117.552,Z121,426914.42
1711.0,3,3.5,53.8,37.5648,-117.9779,Z115,343944.0
2306.9,5,2.5,59.7,35.153,-115.5548,Z101,589281.9
1726.8,1,1.0,4.2,35.5008,-121.8179,Z114,473833.96
1377.9,5,1.5,8.4,38.2176,-124.2117,Z105,407851.58
1982.0,2,3.0,0.9,37.6192,-114.9018,Z122,489903.98
2094.7,2,2.0,120.0,36.2543,-114.9593,Z129,477947.92
886.2,2,5.0,8.1,33.5219,-119.7135,Z121,264511.75
1798.7,3,4.5,13.7,41.7095,-123.6801,Z127,509491.16
1850.6,5,1.5,9.6,34.1588,-119.2713,Z110,529911.24
1351.2,5,2.5,1.2,38.5146,-118.9979,Z128,441214.22
2187.9,2,2.0,9.1,33.2861,-115.8719,Z116,520350.2
1425.0,3,3.5,3.1,39.039,-116.9704,Z103,453979.8
1562.8,1,1.0,15.0,33.401,-123.7566,Z118,391795.66
1413.5,4,2.5,102.2,34.6803,-117.094,Z104,392916.77
1507.8,2,3.0,35.9,38.6464,-123.0747,Z122,427667.47
951.9,8,1.0,36.8,35.1879,-123.5605,Z111,301193.97
780.0,5,2.5,18.1,37.5621,-120.3146,Z118,319121.31
2297.3,4,2.5,50.0,33.6828,-123.6877,Z100,566110.53
1076.5,3,2.5,71.7,34.4228,-115.7927,Z126,358329.26
1004.3,3,1.5,97.8,39.4709,-119.6371,Z110,305148.04
423.3,1,1.0,3.1,32.8338,-118.3365,Z124,154270.26
1180.5,1,4.0,63.5,33.5621,-118.4429,Z121,317399.15
838.5,3,1.5,7.6,34.5421,-114.2298,Z105,268579.81
2321.0,4,2.5,15.2,32.6918,-114.8843,Z103,611389.58
2004.9,2,1.0,12.7,33.4061,-115.5842,Z126,572039.22
1155.9,2,1.0,33.7,35.1732,-120.4757,Z116,263381.01
2626.2,4,1.5,27.3,33.3827,-122.9765,Z111,609029.93
1990.9,2,1.0,3.5,40.7281,-118.2854,Z124,455694.16
1337.6,3,1.0,45.8,33.1277,-119.8767,Z109,334821.94
300.0,2,1.0,17.4,40.6793,-122.132,Z122,43877.17
2645.5,1,2.0,0.1,40.3172,-123.4742,Z127,688930.99
805.2,4,1.0,16.1,33.4572,-119.921,Z125,305990.83
677.3,3,1.5,21.8,32.7393,-117.6659,Z113,134254.31
2011.3,2,2.0,2.1,32.9749,-117.9334,Z106,531276.65
2719.9,4,2.5,4.9,38.1086,-116.3738,Z126,676360.86
2192.1,2,1.0,120.0,38.8684,-119.6012,Z122,480906.68
1782.0,3,4.5,61.5,38.3962,-121.1228,Z122,442762.51
1797.4,1,2.0,4.3,37.644,-118.8436,Z123,458785.02
1926.7,4,4.5,26.0,34.1595,-114.2624,Z110,496684.39
1879.5,4,1.5,14.3,40.4891,-124.0265,Z123,476215.37
1640.6,3,2.5,23.5,35.6118,-118.949,Z102,428290.46
1552.1,1,4.0,19.1,41.8687,-121.0427,Z107,422187.22
1468.7,1,2.0,1.5,36.1561,-123.3938,Z119,432989.46
1123.0,3,5.5,11.4,34.9985,-119.936,Z122,399017.82
1359.7,2,2.0,4.0,40.9954,-117.7678,Z104,309217.42
653.5,3,1.5,20.1,37.8904,-118.9543,Z127,288825.51
1450.8,2,1.0,71.4,39.3576,-124.1936,Z103,307679.22
1005.7,6,1.5,120.0,36.3798,-118.4193,Z112,211275.13
948.2,4,2.5,86.6,40.9257,-122.064,Z103,319281.03
1589.9,3,1.5,120.0,41.2184,-120.9145,Z105,412860.33
2196.0,4,2.5,0.5,36.6493,-121.2219,Z101,556406.98
1959.2,6,4.5,39.2,34.7869,-115.4856,Z128,521292.51
714.7,3,2.5,9.6,38.6529,-124.0005,Z104,276100.19
1005.2,1,5.0,60.2,41.5686,-120.846,Z114,219258.11
1970.4,1,3.0,50.4,38.4132,-120.3544,Z107,493950.36
1008.8,7,4.5,16.5,41.5651,-118.0022,Z101,345615.89
1387.7,5,1.5,19.2,35.7662,-116.2159,Z120,377687.17
1775.0,2,1.0,9.2,41.1933,-116.8595,Z122,370765.53
1015.8,6,2.5,10.2,33.5694,-116.5975,Z104,270486.66
1552.7,6,1.5,119.2,35.9089,-122.4799,Z125,443239.91
833.0,2,3.0,65.9,37.1975,-114.9268,Z108,207655.15
1199.3,4,2.5,6.4,38.7045,-120.1514,Z124,397878.77
1659.9,2,1.0,9.7,35.2943,-124.3834,Z107,402025.89
703.5,1,1.0,3.5,41.2803,-117.485,Z113,213167.83
1720.2,5,1.0,120.0,41.0832,-118.158,Z115,464448.24
1490.2,7,2.5,71.3,40.0937,-123.1774,Z124,481187.1
1776.2,1,2.0,24.1,33.5864,-114.4214,Z101,384953.61
1612.0,2,1.0,35.4,33.2438,-118.6036,Z102,339184.35
2182.1,1,3.0,41.3,37.2322,-119.5727,Z103,577353.72
1562.6,4,1.5,6.8,39.7708,-120.3197,Z114,387248.28
1285.3,5,2.5,81.8,33.6707,-122.2966,Z104,349683.21
1561.1,2,1.0,22.4,38.5937,-114.4955,Z114,300198.91
1771.6,1,2.0,2.9,37.5146,-117.1273,Z125,438243.03
1524.4,3,2.5,15.2,39.3969,-118.5402,Z127,447793.53
1520.3,2,1.0,27.6,36.6361,-117.8724,Z117,413209.02
1149.0,3,2.5,13.1,39.0863,-115.6756,Z112,362901.11
1168.5,3,1.0,36.0,34.0163,-117.8249,Z110,396076.68
798.7,5,3.5,64.1,34.5386,-123.2968,Z109,309236.36
2374.8,4,1.5,44.3,41.0817,-117.1784,Z103,569089.35
878.1,2,3.0,30.9,35.6291,-118.5689,Z129,251423.15
1153.5,7,4.5,21.5,41.8623,-114.3534,Z119,353374.86
1140.8,3,1.5,8.8,32.9389,-116.7959,Z104,297617.99
1947.5,3,5.5,18.2,37.2108,-120.888,Z121,494848.37
1352.5,1,1.0,10.4,35.5874,-123.0783,Z100,375876.68
2123.9,6,3.5,81.6,41.9617,-119.4361,Z112,521475.23
1163.3,3,3.5,71.4,41.9053,-117.3668,Z113,298335.14
1639.5,1,2.0,5.1,34.7348,-122.6386,Z121,447376.56
1082.3,6,1.5,51.9,35.0389,-117.6808,Z115,277373.84
2572.6,3,1.0,36.4,39.6219,-115.8311,Z112,686852.42
906.2,6,5.5,110.9,40.9519,-122.851,Z114,310530.32
1654.9,1,1.0,18.7,38.8051,-117.0893,Z108,332253.9
1816.9,5,1.0,38.4,40.7147,-123.7833,Z102,500731.79
1706.9,4,1.5,21.9,33.1013,-124.4165,Z101,412924.87
1407.4,4,2.5,2.2,38.585,-124.1573,Z111,354376.26
1435.1,4,1.5,1.4,39.1516,-117.8692,Z123,402925.44
1521.9,1,5.0,3.9,34.308,-114.2797,Z117,408805.85
1426.5,1,1.0,10.5,39.8907,-116.4006,Z123,350571.33
1981.9,8,2.5,9.0,41.4705,-121.8287,Z125,597636.06
2605.3,6,3.5,39.1,41.0307,-123.7473,Z103,746609.64
1221.3,4,1.5,37.8,34.8272,-118.0251,Z124,322463.42
815.1,2,1.0,106.6,35.5779,-124.4661,Z119,273940.43
1455.9,3,1.5,11.1,37.2463,-116.1779,Z114,374631.59
2789.9,4,2.5,83.6,34.0044,-121.9472,Z100,605071.1
1098.2,4,1.5,28.5,41.5626,-121.3582,Z107,424715.96
2319.6,2,2.0,20.5,34.0352,-120.8882,Z116,510088.99
2338.9,1,2.0,33.1,39.7335,-116.4827,Z104,523476.57
1223.2,4,4.5,36.4,35.7436,-121.7097,Z106,452416.01
1784.5,1,1.0,5.7,37.9503,-121.5131,Z102,488806.01
2314.2,4,3.5,41.8,32.9482,-118.8196,Z105,566427.63
1310.4,5,3.5,38.7,34.4476,-119.6385,Z112,400445.17
1398.2,2,3.0,120.0,36.7217,-114.4665,Z115,385123.7
1209.2,4,3.5,72.9,38.9333,-121.7343,Z126,380131.15
992.6,2,1.0,34.6,39.8868,-123.5351,Z116,221822.49
1175.4,3,1.0,37.4,32.7863,-118.8197,Z105,334140.97
888.0,4,2.5,87.6,33.9487,-122.5625,Z129,227057.23
1517.0,4,2.5,102.5,39.433,-120.1569,Z104,410099.24
1115.0,3,1.0,52.6,40.224,-122.5344,Z117,233932.64
1616.9,5,1.5,43.8,34.7474,-115.2498,Z103,434206.3
722.1,3,1.0,3.5,34.6817,-121.0618,Z111,244861.64
1665.4,2,1.0,53.2,33.3363,-116.3639,Z127,438772.86
1916.8,1,1.0,8.8,33.9278,-114.5397,Z115,468312.53
503.1,4,1.0,24.9,32.5762,-114.6242,Z110,256025.58
1687.0,2,1.0,15.6,38.1034,-118.9896,Z127,428586.4
2113.8,4,2.5,12.7,41.087,-114.1758,Z126,545544.74
895.2,5,5.5,11.1,33.921,-117.6127,Z110,415953.08
2336.3,1,1.0,58.0,39.6387,-123.1509,Z122,530074.3
1709.5,2,1.0,44.0,37.9498,-115.172,Z105,400258.48
1147.5,2,3.0,22.2,41.4293,-119.5788,Z126,367184.84
1472.1,2,6.0,32.8,40.0822,-122.8967,Z125,401718.18
1779.2,1,2.0,120.0,40.6009,-116.1901,Z115,432564.66
1538.0,2,1.0,15.2,38.5719,-117.9438,Z105,397908.68
1769.4,2,1.0,24.0,40.2077,-115.2377,Z108,404270.27
1039.7,7,1.5,22.9,35.8333,-115.8131,Z117,264464.72
1584.7,2,2.0,82.5,34.4857,-121.1388,Z100,445031.89
793.1,3,2.5,13.0,41.1689,-121.8087,Z117,213171.82
1444.4,1,1.0,120.0,39.4762,-116.7948,Z118,393855.69
1048.0,4,1.0,10.9,33.3617,-118.4802,Z108,220518.25
1132.2,2,2.0,3.5,40.7356,-123.7663,Z113,308852.05
2118.0,3,5.5,6.4,35.8146,-122.5928,Z111,538907.59
2045.7,5,4.5,16.7,35.3336,-122.9108,Z109,571073.18
1804.6,3,1.5,31.5,38.4215,-118.3071,Z108,405881.45
953.8,3,3.5,21.8,37.9017,-123.5995,Z111,307230.21
1341.8,3,2.5,14.2,37.6134,-122.3191,Z104,387611.32
2106.5,4,2.5,24.8,34.9213,-118.7735,Z122,480638.84
1570.9,6,3.5,54.8,41.6179,-123.1029,Z118,457433.81
2659.7,5,1.5,54.8,41.5261,-121.8931,Z109,620878.55
1696.7,1,6.0,38.9,32.5395,-114.9787,Z101,403832.7
1596.0,4,5.5,91.4,35.7094,-117.1803,Z105,423022.6
1345.4,1,2.0,26.8,32.9327,-121.2777,Z121,341207.82
1566.8,3,3.5,0.2,40.5774,-115.2878,Z104,430334.28
1423.8,4,2.5,10.3,40.9219,-121.872,Z100,458915.43
1854.1,4,1.0,11.9,37.4238,-118.3146,Z125,526562.84
1978.4,5,1.0,23.8,40.4769,-120.6308,Z117,487023.52
1107.0,3,1.5,70.6,39.1819,-116.6024,Z122,213690.63
834.4,1,3.0,54.6,37.246,-120.5983,Z125,247523.47
581.9,1,2.0,7.9,35.9562,-121.887,Z114,186805.03
1754.0,4,2.5,22.0,35.0291,-118.1191,Z101,445721.59
948.3,5,4.5,32.3,34.9646,-116.6739,Z120,322184.49
423.6,2,1.0,120.0,37.8396,-118.8682,Z114,138800.17
1694.3,4,2.5,1.0,34.0847,-116.979,Z110,431521.31
2746.5,6,1.0,18.7,34.1605,-120.0688,Z125,702632.9
1497.0,3,6.0,120.0,32.5987,-116.1478,Z112,391205.09
1919.2,3,1.5,113.4,38.3266,-118.3572,Z119,541620.57
1540.9,3,1.5,12.0,41.9463,-122.4394,Z114,334449.75
1450.6,2,4.0,0.0,40.9476,-115.1471,Z109,467485.13
1959.5,4,3.5,26.5,39.2041,-115.7133,Z116,480513.71
1354.9,2,2.0,60.5,39.9625,-114.3789,Z104,328655.17
1633.7,1,1.0,11.8,36.4601,-118.5254,Z100,435271.95
1660.8,2,1.0,81.7,35.3318,-117.4047,Z118,489598.05
1166.0,2,2.0,12.1,36.002,-115.4324,Z111,250845.22
1996.0,4,1.5,28.3,33.2735,-123.9478,Z124,521672.8
1412.5,4,3.5,38.4,38.5211,-114.9219,Z106,470007.76
1122.1,3,2.5,12.7,34.1612,-121.6528,Z101,387031.92
1768.3,4,1.0,13.0,39.7473,-123.901,Z120,381576.99
1050.8,4,2.5,19.0,34.3048,-122.0051,Z114,319368.0
1514.1,1,2.0,54.1,34.6672,-118.3432,Z119,385116.83
1495.4,5,3.5,3.2,41.5944,-123.9976,Z112,446890.69
2042.9,4,1.5,29.9,33.5013,-124.492,Z106,509635.7
1737.3,1,5.0,33.9,37.239,-117.7867,Z113,508811.24
1487.5,5,2.5,24.5,33.0955,-119.7394,Z119,428153.34
1908.9,4,1.5,82.4,33.3587,-115.6345,Z115,500417.86
2195.1,1,2.0,27.6,38.5183,-121.7958,Z129,504909.96
1778.9,2,2.0,30.2,38.4919,-121.5526,Z108,364339.54
1505.2,4,2.5,27.5,34.3346,-123.6858,Z118,443526.3
844.1,2,1.0,38.4,40.7886,-118.8456,Z121,216668.04
967.4,6,1.5,4.4,39.1708,-120.658,Z104,287505.06
1347.4,4,2.5,67.4,35.3558,-120.9331,Z109,502620.82
1195.2,6,3.5,1.3,34.8597,-119.6949,Z107,434879.96
1406.5,4,4.5,30.7,39.6657,-115.5783,Z128,415147.19
1528.3,4,1.5,28.7,39.4694,-123.3955,Z113,369481.01
1764.8,2,1.0,7.0,33.9139,-119.0023,Z110,395984.34
1464.8,1,2.0,1.2,35.8173,-122.4374,Z129,335776.25
1743.3,3,1.0,4.5,34.5584,-122.2699,Z100,453019.3
1532.2,2,3.0,9.5,35.2944,-121.8043,Z109,393788.88
512.3,4,4.5,64.1,35.2319,-119.6763,Z101,166417.49
1030.3,5,2.5,58.1,41.7722,-119.3088,Z106,283895.27
1428.0,1,2.0,2.0,39.627,-115.3491,Z116,328473.2
895.2,5,4.5,10.2,39.9105,-115.1328,Z104,218815.86
1800.0,3,1.0,66.0,35.1355,-118.34,Z123,468261.78
2265.4,3,2.5,8.1,32.505,-121.5453,Z109,541303.34
2109.4,5,1.5,120.0,33.0525,-115.9064,Z104,473150.18
1393.3,1,1.0,8.9,37.7535,-116.1747,Z104,345329.84
2245.4,3,1.0,40.3,35.2121,-116.1215,Z108,466984.36
1574.3,1,2.0,16.2,34.3331,-124.3281,Z110,374498.04
1331.5,2,4.0,4.4,32.9716,-116.5844,Z114,338480.86
1193.3,3,2.5,8.8,40.8209,-115.5464,Z126,335139.56
1348.8,1,2.0,33.7,38.2012,-118.1472,Z104,293274.61
1305.9,1,1.0,12.3,33.52,-116.6119,Z116,288611.17
1585.2,4,3.5,27.8,39.7808,-116.3502,Z118,504777.61
1580.3,5,1.5,6.9,39.6803,-119.1809,Z113,516810.73
1501.5,5,3.5,17.9,35.2493,-115.957,Z120,356777.93
1718.5,2,6.0,21.5,34.2901,-116.1809,Z123,440066.16
2095.3,2,4.0,16.0,40.2328,-114.8809,Z125,462892.52
1974.8,3,1.0,6.6,35.6309,-114.8256,Z101,489893.66
757.6,5,1.5,18.6,40.5506,-118.938,Z113,303384.8
300.0,6,1.5,35.4,32.9147,-124.1693,Z119,247070.28
1967.2,3,2.5,100.5,37.2432,-124.2994,Z127,587484.27
816.6,1,3.0,46.8,34.2062,-114.6413,Z103,266794.7
1387.6,2,1.0,5.3,38.8844,-120.9577,Z102,334965.27
914.9,2,5.0,9.6,41.9735,-120.5359,Z114,287540.79
599.0,2,1.0,2.5,36.4189,-119.566,Z121,185509.02
1770.7,2,6.0,4.4,33.453,-121.7091,Z115,413878.94
1879.6,2,1.0,8.7,35.5179,-118.3007,Z109,546738.4
1211.7,3,2.5,6.7,40.9693,-116.2615,Z117,215224.18
300.0,4,4.5,7.2,39.7747,-121.7979,Z118,257017.04
1226.9,3,3.5,7.9,34.706,-116.6979,Z101,351291.45
1695.9,2,1.0,10.7,41.5592,-117.4438,Z109,426721.27
760.5,2,3.0,4.0,38.4108,-118.9814,Z128,286331.57
1591.7,5,3.5,9.8,34.0965,-121.0829,Z123,494487.18
1492.3,3,2.5,35.0,37.9371,-115.3359,Z101,341424.57
1789.6,2,3.0,8.1,36.7871,-120.2706,Z115,437369.35
1559.8,1,1.0,5.7,40.2871,-120.566,Z104,469832.18
1013.5,5,1.5,2.1,35.7695,-117.7656,Z103,390225.02
2098.3,2,2.0,20.8,40.8123,-114.8365,Z116,566660.68
1420.7,2,1.0,55.4,40.2137,-119.1658,Z112,328181.82
1486.3,5,3.5,1.8,38.9087,-116.9117,Z122,381481.19
1033.4,2,1.0,23.4,34.9568,-119.7027,Z121,319632.21
1278.4,3,4.5,31.5,41.7181,-122.2025,Z125,346678.46
1057.6,1,2.0,26.9,37.7123,-123.1985,Z111,256474.83
1413.5,1,4.0,63.0,41.1214,-123.0686,Z116,298445.27
2355.9,1,1.0,60.4,34.5494,-124.2761,Z108,500379.94
814.0,4,1.0,1.8,41.8421,-118.6945,Z127,251106.29
693.2,6,1.5,13.4,40.2526,-123.1234,Z119,279001.29
2235.6,3,3.5,33.3,41.5177,-115.4102,Z100,598886.48
1395.3,1,2.0,91.4,34.5175,-114.1796,Z123,367691.22
1165.5,1,3.0,49.0,36.5913,-119.2934,Z100,364670.05
2020.0,1,2.0,5.8,33.4275,-119.7784,Z101,434587.9
1197.2,1,1.0,9.8,33.8012,-120.8452,Z113,318748.86
2413.0,1,2.0,43.3,35.1976,-117.8007,Z104,486842.13
1839.0,3,1.5,19.1,41.5404,-118.1157,Z128,497678.89
1256.0,5,1.5,23.8,38.8383,-120.8945,Z100,486284.25
2578.7,7,2.5,28.2,35.489,-120.8968,Z100,681794.54
1197.1,1,2.0,3.3,41.5684,-117.7296,Z114,256407.84
1871.0,4,1.0,58.1,39.5274,-118.6773,Z121,384957.55
1649.6,2,3.0,59.7,41.1163,-116.9552,Z129,376768.64
2150.9,2,1.0,18.9,41.3086,-114.6154,Z126,570676.48
2280.8,4,2.5,29.6,39.6323,-116.3143,Z100,609064.97
1516.0,1,2.0,32.4,34.8098,-121.3044,Z120,382018.92
1123.3,3,2.5,6.3,41.9676,-116.5292,Z115,391920.43
1730.0,1,1.0,3.6,35.5884,-119.7747,Z109,433194.89
1161.1,3,2.5,0.6,38.8812,-116.3346,Z126,334810.73
2506.7,6,4.5,73.2,40.5257,-115.191,Z104,634280.17
1568.3,3,2.5,12.7,34.1639,-121.8756,Z101,398280.07
1317.3,5,5.5,2.7,38.2859,-121.9942,Z129,361124.19
1592.3,2,3.0,18.8,36.0641,-119.9574,Z113,378288.68
826.4,1,2.0,2.4,34.8207,-123.9589,Z110,314380.28
1014.2,4,2.5,2.7,32.6118,-117.3003,Z118,351068.57
2100.2,7,2.5,20.1,40.7838,-116.6281,Z118,533325.64
1171.6,2,5.0,21.3,33.7909,-120.873,Z118,375027.6
976.5,4,2.5,26.0,40.8421,-119.6145,Z102,284229.66
1768.3,4,1.0,32.0,38.2066,-118.3013,Z110,512197.44
2092.9,1,6.0,33.1,38.4,-123.7272,Z119,581362.4
1859.5,5,4.5,17.0,40.3722,-117.0314,Z129,537866.02
1998.0,7,1.5,30.9,37.3397,-118.9696,Z125,550972.14
1121.6,1,5.0,10.9,35.8942,-117.9452,Z128,347702.72
789.1,2,1.0,17.5,33.8187,-116.8998,Z115,229615.82
2250.7,3,3.5,15.0,37.9189,-117.4066,Z116,503407.5
1338.7,1,1.0,12.0,37.7551,-123.4991,Z128,398524.42
1374.6,2,4.0,8.2,35.292,-116.2828,Z119,430656.74
2164.1,2,2.0,2.5,38.2005,-118.0945,Z103,527989.7
1778.1,1,4.0,21.2,36.674,-116.9938,Z114,341898.13
1727.9,7,1.0,23.1,40.1525,-121.7542,Z123,477057.65
2582.5,1,1.0,12.3,37.8151,-122.175,Z110,676436.18
1178.2,8,1.5,111.7,41.3699,-115.826,Z115,365155.46
1963.9,3,1.5,24.4,37.4208,-120.4009,Z119,521005.62
1528.5,3,2.5,65.9,40.9312,-118.4589,Z120,411961.9
1634.3,1,4.0,25.3,37.445,-118.7082,Z103,370088.34
2264.2,3,4.5,6.3,37.8013,-118.3557,Z104,547902.61
1753.9,1,1.0,110.2,35.9847,-123.7702,Z118,467827.48
1769.1,3,2.5,65.0,36.3016,-121.324,Z115,398862.45
2036.3,1,3.0,19.1,41.3645,-123.802,Z118,478215.87
1317.5,1,1.0,8.4,34.6212,-119.4583,Z123,354552.88
1080.4,5,1.0,7.6,33.6538,-115.028,Z127,342332.48
977.6,4,1.0,49.2,40.387,-120.4137,Z129,263624.0
516.8,8,1.0,2.1,37.9807,-116.2843,Z115,252260.5
2528.1,2,2.0,30.5,35.2041,-121.4839,Z100,600931.9
948.4,2,1.0,30.7,36.6078,-115.5092,Z102,278395.37
1389.4,2,1.0,6.0,37.4866,-120.0952,Z101,309439.2
1361.6,2,1.0,36.6,38.1253,-120.7702,Z109,367878.18
1653.7,4,1.5,36.7,40.3,-117.1765,Z126,470857.2
1907.9,1,4.0,12.9,36.2463,-119.116,Z105,481954.72
1930.2,2,1.0,19.8,38.9268,-120.9581,Z107,480989.34
